Order ID,Purchase Date,Product Name,Product Category,Price,Quantity,Revenue,Customer Rating,Region,Payment Method
ORD10196,04-30-2025,Smartphone X,Electronics,15382.54,two,46147.62,1.4,south,cod
ORD11348,"Aug 30, 2024",Wireless Earbuds,ELECTRONICS,39420.45,1,39420.45,4.5,west,Credit Card
ORD10081,07-09-2024,Gaming Console,electronics,45208.11,1,45208.11,3,west,Debit card
ORD11386,21-08-2025,Wireless Earbuds,Gadgets,44229.03,1,44229.03,3.1,NORTH,Debit card
ORD11140,18-10-2022,Smartphone X,Electronics,43373.83,4,173495.32,4.7,west,cod
ORD10111,05-09-2023,Gaming Console,electronics,83226.03,3,249678.09,2,west,cod
ORD11258,"Mar 16, 2023",Smartphone X,Gadgets,-32088.88,3,-96266.64,1.5,south,COD
ORD11265,07-01-2023,Gaming Console,electronics,46446.12,2,92892.24,2.1,NORTH,upi
ORD10953,"May 16, 2023",Smartphone X,Gadgets,66357.79,4,265431.16,4,South,UPI
ORD10826,19-03-2022,Laptop Pro,Gadgets,43618.92,3,130856.76,3.3,South,upi
ORD11247,27-04-2024,Smartphone X,Electronics,59473.86,2,118947.72,4.1,South,COD
ORD11099,16-06-2025,Smartwatch Z,electronics,70273.51,3,210820.53,2.1,South,COD
ORD10727,24-06-2025,Smartphone X,Gadgets,63862.11,1,63862.11,3.2,NORTH,UPI
ORD10965,14-10-2022,Wireless Earbuds,ELECTRONICS,72286.43,1,72286.43,3.1,west,Debit card
ORD10990,04-03-2025,Smartphone X,electronics,50076.06,1,50076.06,4.8,East,cod
ORD11097,09-30-2025,Smartwatch Z,Electronics,66594.65,2,133189.3,2,south,COD
ORD11031,15-06-2022,Smartphone X,Electronics,29475.61,2,58951.22,1.3,South,upi
ORD10324,12-16-2024,Wireless Earbuds,Gadgets,69436.45,4,277745.8,1.7,NORTH,COD
ORD10346,25-06-2025,Laptop Pro,Electronics,72985.47,1,72985.47,2.4,west,COD
ORD11006,09-22-2025,Smartphone X,Electronics,54643.12,2,109286.24,4.4,NORTH,cod
ORD11229,12-09-2024,Smartwatch Z,Gadgets,76578.67,3,229736.01,,west,upi
ORD10316,24-08-2022,Gaming Console,Electronics,36855.33,4,147421.32,1.3,South,Credit Card
ORD10405,"Feb 24, 2023",Gaming Console,Gadgets,60145.48,4,240581.92,3.5,west,COD
ORD10478,24-05-2023,Smartwatch Z,ELECTRONICS,17340.95,3,52022.85,2.1,South,Debit card
ORD10598,18-09-2024,Gaming Console,ELECTRONICS,-514.37,1,-514.37,3.7,South,UPI
ORD11178,04-01-2023,Smartphone X,ELECTRONICS,33999.23,two,67998.46,3.6,west,COD
ORD10528,10-11-2022,Laptop Pro,Electronics,51182.84,2,102365.68,4.7,South,UPI
ORD11189,"Oct 13, 2022",Wireless Earbuds,Gadgets,27246.29,3,81738.87,,west,upi
ORD11005,"May 15, 2025",Wireless Earbuds,electronics,46181.92,3,138545.76,3.7,South,Debit card
ORD10736,03-02-2024,Laptop Pro,Gadgets,21077.44,1,21077.44,3.6,NORTH,Credit Card
ORD10254,24-08-2024,Smartwatch Z,ELECTRONICS,43630.43,1,43630.43,1.9,South,upi
ORD11079,02-11-2025,Gaming Console,ELECTRONICS,19698.09,4,78792.36,2.6,south,UPI
ORD10650,21-06-2025,Smartphone X,Gadgets,40323.78,4,161295.12,3,NORTH,Debit card
ORD10855,"Aug 20, 2025",Laptop Pro,ELECTRONICS,41396.87,2,82793.74,3.5,south,COD
ORD11124,07-14-2025,Gaming Console,Electronics,63666.58,2,127333.16,4.2,south,Debit card
ORD10415,"Feb 21, 2025",Smartphone X,electronics,54272.61,3,162817.83,6.9,west,cod
ORD10086,"Jan 05, 2024",Smartphone X,ELECTRONICS,45530.74,1,45530.74,4.8,NORTH,UPI
ORD10478,24-05-2023,Smartwatch Z,ELECTRONICS,17340.95,3,52022.85,2.1,South,Debit card
ORD10265,04-15-2022,Smartphone X,Electronics,51641.1,1,51641.1,2.2,South,COD
ORD10287,"Aug 11, 2024",Laptop Pro,Electronics,71883.83,3,215651.49,1.2,west,upi
ORD10464,03-05-2022,Smartphone X,Gadgets,42609.57,2,85219.14,3.4,NORTH,UPI
ORD10993,02-17-2022,Wireless Earbuds,electronics,77456.97,3,232370.91,1.2,west,Credit Card
ORD11114,12-16-2022,Gaming Console,electronics,57183.66,3,171550.98,1.1,NORTH,cod
ORD11379,05-06-2023,Wireless Earbuds,electronics,30354.12,1,30354.12,3.9,west,upi
ORD10714,"Nov 21, 2024",Smartphone X,ELECTRONICS,1515.19,3,4545.57,1.3,East,UPI
ORD10221,01-27-2025,Laptop Pro,Electronics,30889.19,4,123556.76,2.1,west,COD
ORD10113,"Jan 28, 2024",Laptop Pro,Electronics,58099.63,1,58099.63,4.8,NORTH,cod
ORD11175,"Aug 28, 2025",Smartphone X,Electronics,85172.41,2,170344.82,4.4,west,Credit Card
ORD11398,19-08-2022,Smartphone X,Electronics,53037.55,2,106075.1,5.3,East,Debit card
ORD10174,"Dec 24, 2024",Gaming Console,electronics,70652.01,4,282608.04,2.4,East,cod
ORD10522,"Sep 28, 2024",Gaming Console,electronics,46538.56,3,139615.68,3.5,west,Debit card
ORD10339,02-01-2025,Laptop Pro,Electronics,35485.12,3,106455.36,2,NORTH,COD
ORD11160,"Aug 29, 2024",Smartwatch Z,Electronics,52251.01,1,52251.01,,South,cod
ORD10982,30-07-2025,Laptop Pro,electronics,,4,226056.6,4.6,East,upi
ORD10952,09-06-2022,Wireless Earbuds,electronics,18924.82,4,75699.28,4.7,South,Credit Card
ORD10285,09-10-2024,Smartphone X,Gadgets,65621.47,2,131242.94,4.4,East,upi
ORD10857,26-07-2025,Laptop Pro,Gadgets,45815.56,1,45815.56,3.7,west,Debit card
ORD10413,12-07-2025,Smartphone X,Gadgets,50928.73,2,101857.46,3.5,west,COD
ORD11382,11-24-2025,Laptop Pro,ELECTRONICS,38269.37,3,114808.11,1.9,south,Debit card
ORD10031,"Jul 24, 2023",Smartphone X,ELECTRONICS,32035.84,3,96107.52,,west,upi
ORD10538,"Oct 18, 2024",Wireless Earbuds,electronics,30228.18,3,90684.54,,South,UPI
ORD10210,17-12-2024,Smartwatch Z,ELECTRONICS,38927.01,2,77854.02,5.7,East,cod
ORD10939,"Feb 03, 2023",Gaming Console,electronics,89633.84,1,89633.84,3.8,South,UPI
ORD10420,13-11-2023,Wireless Earbuds,Electronics,13800.82,2,27601.64,,west,upi
ORD10785,05-01-2022,Smartphone X,electronics,48731.08,1,48731.08,1.2,East,upi
ORD10422,"Nov 15, 2025",Smartwatch Z,Gadgets,38821.56,1,38821.56,2.5,west,UPI
ORD10904,"Dec 16, 2024",Wireless Earbuds,ELECTRONICS,60300.85,1,60300.85,6.9,South,upi
ORD10350,"Oct 22, 2025",Gaming Console,electronics,62648.15,2,125296.3,1,NORTH,cod
ORD10188,02-07-2023,Laptop Pro,electronics,22628.2,1,22628.2,4,west,cod
ORD10354,08-09-2022,Wireless Earbuds,Electronics,61195.81,2,122391.62,3.5,East,Credit Card
ORD10908,09-25-2025,Wireless Earbuds,Gadgets,46738.66,2,93477.32,1.1,NORTH,UPI
ORD10967,02-20-2022,Smartwatch Z,electronics,53844.7,4,215378.8,2.2,NORTH,COD
ORD11327,20-10-2022,Wireless Earbuds,ELECTRONICS,55044.81,3,165134.43,3.4,west,upi
ORD11063,03-20-2023,Gaming Console,ELECTRONICS,48502.48,4,194009.92,3.9,NORTH,Credit Card
ORD10083,"Feb 03, 2022",Smartphone X,electronics,104403.38,4,417613.52,2.1,NORTH,Debit card
ORD11134,09-03-2024,Wireless Earbuds,electronics,65863.39,3,197590.17,,south,UPI
ORD10048,06-02-2024,Gaming Console,Electronics,46774.29,4,187097.16,3.2,South,cod
ORD10155,03-06-2025,Wireless Earbuds,Gadgets,54076.45,2,108152.9,1.3,East,Debit card
ORD10669,01-11-2022,Laptop Pro,Gadgets,61771.57,two,123543.14,3.5,South,cod
ORD11125,06-08-2023,Wireless Earbuds,Gadgets,45813.72,3,137441.16,,East,COD
ORD11131,01-16-2024,Smartphone X,Electronics,53684.96,3,161054.88,2.2,NORTH,UPI
ORD11042,14-01-2024,Smartphone X,Electronics,63587.47,3,190762.41,2.7,west,Credit Card
ORD11142,29-10-2025,Wireless Earbuds,Electronics,7103.95,3,21311.85,1.3,South,UPI
ORD11211,"May 03, 2025",Wireless Earbuds,Gadgets,22657.24,1,22657.24,4.3,South,Credit Card
ORD10198,11-08-2024,Gaming Console,Gadgets,80047.14,4,320188.56,2.2,NORTH,cod
ORD10497,25-06-2022,Smartwatch Z,ELECTRONICS,54775.78,4,219103.12,2.1,west,COD
ORD10179,11-06-2024,Smartphone X,electronics,79533.17,2,159066.34,4.5,south,Debit card
ORD10374,22-06-2022,Wireless Earbuds,electronics,16363.59,1,16363.59,3.9,west,UPI
ORD11228,26-08-2025,Wireless Earbuds,Electronics,62441.4,4,249765.6,2.2,south,COD
ORD10631,08-19-2023,Smartphone X,Gadgets,84442.57,4,337770.28,1.3,west,cod
ORD10493,"May 14, 2022",Smartwatch Z,electronics,67004.43,4,268017.72,1.1,South,upi
ORD11053,"Sep 01, 2023",Gaming Console,Electronics,65858.7,1,65858.7,1.4,East,cod
ORD10363,"Jan 20, 2023",Laptop Pro,electronics,67730.35,2,135460.7,3.4,NORTH,upi
ORD11161,08-08-2025,Wireless Earbuds,electronics,58900.72,1,58900.72,2.7,East,COD
ORD11181,20-03-2025,Wireless Earbuds,Electronics,68813.92,3,206441.76,1.3,South,upi
ORD10346,25-06-2025,Laptop Pro,Electronics,72985.47,1,72985.47,2.4,west,COD
ORD11328,"Dec 30, 2025",Wireless Earbuds,ELECTRONICS,26554.79,2,53109.58,3.5,west,COD
ORD10464,03-05-2022,Smartphone X,Gadgets,42609.57,2,85219.14,3.4,NORTH,UPI
ORD10573,"Nov 20, 2022",Laptop Pro,ELECTRONICS,88930.86,4,355723.44,1.2,East,COD
ORD10554,"Sep 09, 2025",Laptop Pro,Electronics,36530.19,4,146120.76,1.6,west,COD
ORD10614,02-07-2022,Wireless Earbuds,electronics,67572.87,2,135145.74,2,west,cod
ORD10243,08-16-2023,Laptop Pro,Gadgets,16769.6,1,16769.6,3.1,west,Debit card
ORD10780,09-12-2024,Smartphone X,Electronics,25758.2,1,25758.2,4.5,south,Credit Card
ORD10526,"Sep 09, 2025",Laptop Pro,electronics,82840.3,2,165680.6,4,East,Credit Card
ORD10743,29-11-2025,Smartwatch Z,electronics,60108.48,1,60108.48,4.9,South,cod
ORD11300,14-08-2023,Wireless Earbuds,Electronics,-36352.18,2,-72704.36,,South,COD
ORD10798,"Aug 13, 2024",Laptop Pro,electronics,69006.15,1,69006.15,5,west,COD
ORD10115,09-06-2022,Smartwatch Z,Electronics,83027.02,3,249081.06,2,East,Credit Card
ORD10674,10-11-2024,Smartwatch Z,ELECTRONICS,40916.21,4,163664.84,3,South,cod
ORD10570,03-09-2023,Smartphone X,Electronics,-56617.6,2,-113235.2,1.9,South,Debit card
ORD11287,02-14-2025,Gaming Console,Electronics,31510.68,4,126042.72,1.5,west,UPI
ORD10370,18-04-2023,Smartphone X,electronics,64267.99,3,192803.97,1.3,west,UPI
ORD10054,02-18-2025,Smartwatch Z,electronics,49305.76,4,197223.04,3.2,west,Debit card
ORD10589,"Dec 31, 2025",Gaming Console,electronics,50625.34,4,202501.36,4.4,East,Credit Card
ORD11080,02-02-2025,Gaming Console,Gadgets,39283.97,3,117851.91,3.7,south,Debit card
ORD10312,"Aug 25, 2024",Gaming Console,ELECTRONICS,60009.55,3,180028.65,3.9,south,Debit card
ORD10893,"Mar 31, 2025",Smartwatch Z,Electronics,43262.04,3,129786.12,,west,upi
ORD10109,02-13-2025,Gaming Console,electronics,53729.09,3,161187.27,2.8,East,upi
ORD10425,"Oct 12, 2023",Gaming Console,Electronics,9295.2,3,27885.6,2.8,south,cod
ORD10100,05-03-2022,Gaming Console,ELECTRONICS,40292.73,1,40292.73,1.6,South,cod
ORD10599,04-08-2022,Gaming Console,electronics,51279.14,2,102558.28,1.3,south,upi
ORD10651,09-05-2025,Wireless Earbuds,Gadgets,-43370.87,1,-43370.87,3.6,south,COD
ORD10266,"Dec 21, 2025",Wireless Earbuds,electronics,-66606.72,2,-133213.44,1.8,South,Debit card
ORD10660,03-14-2022,Laptop Pro,Gadgets,74765.66,1,74765.66,2.7,south,cod
ORD10296,04-18-2024,Smartwatch Z,Electronics,29656.16,4,118624.64,2.8,NORTH,cod
ORD10917,30-10-2024,Smartwatch Z,ELECTRONICS,37401.89,3,112205.67,4.6,South,cod
ORD10916,03-10-2023,Smartwatch Z,ELECTRONICS,67458.38,2,134916.76,1.6,East,COD
ORD10679,23-11-2023,Gaming Console,Electronics,34981.89,2,69963.78,2.4,South,cod
ORD10921,05-23-2024,Laptop Pro,electronics,-74062.25,3,-222186.75,,South,Debit card
ORD10377,12-10-2024,Smartwatch Z,ELECTRONICS,31626.96,1,31626.96,1.2,South,Credit Card
ORD10286,02-08-2022,Gaming Console,Electronics,51114.5,4,204458,3.4,East,cod
ORD10078,30-05-2023,Laptop Pro,Gadgets,66441.2,4,265764.8,3,East,UPI
ORD10710,"Feb 03, 2023",Wireless Earbuds,Electronics,,2,66388.74,2.7,NORTH,UPI
ORD10126,"Feb 11, 2023",Gaming Console,electronics,62943.25,4,251773,3.7,East,UPI
ORD10327,11-17-2024,Smartphone X,ELECTRONICS,15796.63,1,15796.63,1.6,East,UPI
ORD10292,"Feb 28, 2023",Laptop Pro,Electronics,19944.7,4,79778.8,4.7,NORTH,cod
ORD10535,"Feb 13, 2024",Smartwatch Z,ELECTRONICS,55623.83,3,166871.49,1.2,East,cod
ORD10707,12-11-2025,Gaming Console,ELECTRONICS,28042.75,two,112171,3.6,East,Debit card
ORD10629,29-04-2023,Gaming Console,electronics,81230.22,1,81230.22,1.6,south,Credit Card
ORD10355,"Nov 23, 2024",Wireless Earbuds,ELECTRONICS,71615.61,two,286462.44,2,NORTH,cod
ORD10170,09-02-2022,Smartwatch Z,Gadgets,,4,296032.92,3.9,west,Debit card
ORD11185,04-06-2025,Wireless Earbuds,electronics,62394.23,2,124788.46,2.5,South,Credit Card
ORD11058,10-04-2024,Gaming Console,Electronics,41547.33,3,124641.99,1.2,west,UPI
ORD11255,30-10-2023,Wireless Earbuds,ELECTRONICS,47019.9,3,141059.7,4.5,NORTH,UPI
ORD10209,22-10-2023,Smartwatch Z,ELECTRONICS,,1,38819.49,2.8,west,upi
ORD10808,08-03-2024,Wireless Earbuds,ELECTRONICS,67716.06,1,67716.06,1.7,East,Credit Card
ORD10140,30-06-2023,Gaming Console,electronics,66508.33,1,66508.33,2.5,South,cod
ORD11068,03-05-2025,Gaming Console,ELECTRONICS,60013.31,3,180039.93,2.7,west,upi
ORD11352,"Dec 05, 2023",Laptop Pro,electronics,25819.31,1,25819.31,2.6,south,upi
ORD11311,"Dec 10, 2023",Gaming Console,ELECTRONICS,77766.76,3,233300.28,1.1,west,UPI
ORD11172,"May 16, 2022",Smartphone X,Gadgets,90572.58,4,362290.32,3.9,East,UPI
ORD10668,03-19-2022,Gaming Console,Gadgets,-38389.53,2,-76779.06,4,South,cod
ORD10869,24-02-2024,Smartwatch Z,ELECTRONICS,58954.34,2,117908.68,5.4,west,cod
ORD10513,05-14-2023,Gaming Console,Electronics,73740.61,2,147481.22,2.6,NORTH,UPI
ORD10199,01-11-2025,Smartphone X,electronics,51481.9,two,102963.8,4.4,South,upi
ORD11050,06-22-2024,Gaming Console,ELECTRONICS,33391.11,3,100173.33,3.1,East,Debit card
ORD11295,21-10-2025,Gaming Console,ELECTRONICS,66666.68,3,200000.04,3.3,NORTH,upi
ORD10782,"Jul 25, 2022",Smartphone X,ELECTRONICS,,2,94694.66,1.9,South,upi
ORD11240,"Jul 07, 2022",Laptop Pro,electronics,28821.85,3,86465.55,4.7,NORTH,UPI
ORD10811,"Sep 08, 2025",Gaming Console,Electronics,64842.55,4,259370.2,1.4,west,COD
ORD10010,"May 26, 2025",Smartphone X,Electronics,101189.76,3,303569.28,4.4,South,upi
ORD10147,26-03-2022,Laptop Pro,electronics,91847.75,4,367391,3.7,East,UPI
ORD10701,"Jul 15, 2022",Wireless Earbuds,Electronics,18105.94,4,72423.76,1.7,South,Credit Card
ORD10282,12-26-2025,Gaming Console,Gadgets,87640.49,2,175280.98,1.3,East,upi
ORD10298,"Sep 24, 2024",Smartphone X,Electronics,101467.2,1,101467.2,2.6,NORTH,upi
ORD10597,"Aug 14, 2024",Gaming Console,Electronics,66355.33,2,132710.66,1.7,west,UPI
ORD10291,08-23-2023,Gaming Console,Gadgets,,two,154399.08,4,west,upi
ORD10482,23-01-2023,Wireless Earbuds,Electronics,56476,1,56476,2.7,South,UPI
ORD10582,14-04-2023,Laptop Pro,ELECTRONICS,53840.98,1,53840.98,3.4,East,cod
ORD11349,28-04-2024,Wireless Earbuds,electronics,28868.85,4,115475.4,1.5,west,COD
ORD10813,18-09-2024,Smartphone X,Gadgets,1944.92,4,7779.68,3.4,NORTH,UPI
ORD10485,"Jan 28, 2025",Smartwatch Z,ELECTRONICS,-6970.85,3,-20912.55,1.7,NORTH,cod
ORD10129,10-12-2025,Wireless Earbuds,electronics,10958.24,1,10958.24,4.8,south,cod
ORD10764,"Mar 14, 2022",Smartphone X,electronics,7562.9,2,15125.8,4.3,NORTH,COD
ORD10331,01-02-2022,Smartwatch Z,Gadgets,30432.54,1,30432.54,3.6,South,Credit Card
ORD10323,05-07-2023,Gaming Console,Electronics,85095.88,1,85095.88,2.2,East,upi
ORD10693,01-31-2025,Wireless Earbuds,ELECTRONICS,87081.85,3,261245.55,1.5,west,COD
ORD10973,20-03-2023,Smartwatch Z,Electronics,54879.06,1,54879.06,2.6,East,upi
ORD10578,09-08-2025,Smartphone X,Gadgets,71826.2,4,287304.8,2.5,South,UPI
ORD10135,05-02-2024,Smartphone X,ELECTRONICS,61626.28,4,246505.12,1.7,East,Debit card
ORD10481,04-28-2023,Smartphone X,ELECTRONICS,77601.83,2,155203.66,3.9,South,cod
ORD11377,12-04-2023,Smartwatch Z,Gadgets,89143.49,2,178286.98,2.6,East,UPI
ORD10705,"Nov 02, 2024",Wireless Earbuds,ELECTRONICS,85445.03,4,341780.12,4.1,East,cod
ORD10435,"Sep 06, 2023",Smartphone X,electronics,78875.29,3,236625.87,4.9,South,Debit card
ORD11250,29-04-2025,Smartwatch Z,ELECTRONICS,30394.78,2,60789.56,4.5,NORTH,cod
ORD10101,22-12-2025,Laptop Pro,Gadgets,51637.48,2,103274.96,2.1,East,UPI
ORD11170,13-10-2024,Wireless Earbuds,ELECTRONICS,44006.47,1,44006.47,4.4,East,upi
ORD10817,03-11-2023,Wireless Earbuds,Gadgets,5844.98,3,17534.94,2.1,South,cod
ORD10158,04-04-2024,Smartwatch Z,electronics,36715.45,3,110146.35,5.8,west,Credit Card
ORD10984,31-07-2023,Wireless Earbuds,Gadgets,33782.85,4,135131.4,2.3,East,COD
ORD11274,05-08-2022,Wireless Earbuds,electronics,54728.36,4,218913.44,,west,upi
ORD10560,12-22-2022,Smartwatch Z,Electronics,79189.87,2,158379.74,1.6,NORTH,UPI
ORD10352,11-01-2023,Smartphone X,Electronics,23613.04,2,47226.08,4.8,west,upi
ORD10722,"Jul 29, 2022",Gaming Console,ELECTRONICS,17697.36,1,17697.36,1.1,NORTH,upi
ORD11277,10-11-2022,Smartwatch Z,Gadgets,-14475.07,3,-43425.21,2.2,NORTH,Credit Card
ORD11027,13-01-2022,Smartphone X,ELECTRONICS,44188.5,1,44188.5,2.7,NORTH,Credit Card
ORD10548,09-08-2025,Gaming Console,ELECTRONICS,-74123.07,2,-148246.14,3.4,South,cod
ORD10575,17-08-2022,Gaming Console,electronics,51520.11,3,154560.33,1.8,NORTH,cod
ORD10621,17-11-2025,Smartwatch Z,Electronics,31334.64,4,125338.56,3.9,East,UPI
ORD10195,09-23-2025,Smartphone X,Gadgets,77372.63,4,309490.52,5.8,west,cod
ORD11222,04-05-2022,Gaming Console,ELECTRONICS,73227.98,two,292911.92,3.7,East,cod
ORD10486,08-04-2025,Laptop Pro,ELECTRONICS,57485.6,2,114971.2,4.4,East,Credit Card
ORD10438,23-11-2023,Smartwatch Z,ELECTRONICS,62854.46,4,251417.84,2.2,south,COD
ORD10626,29-01-2023,Wireless Earbuds,electronics,48233.15,3,144699.45,3,west,UPI
ORD10096,"Nov 14, 2023",Smartwatch Z,ELECTRONICS,60300.95,1,60300.95,1.8,NORTH,upi
ORD11134,09-03-2024,Wireless Earbuds,electronics,65863.39,3,197590.17,,south,UPI
ORD11197,16-01-2024,Smartphone X,Electronics,59263.7,3,177791.1,3.4,south,cod
ORD11198,16-08-2025,Smartphone X,ELECTRONICS,65682.55,1,65682.55,6.5,south,upi
ORD10419,"Jul 24, 2023",Smartwatch Z,ELECTRONICS,53881.8,4,215527.2,1.3,South,UPI
ORD10410,05-23-2024,Smartwatch Z,ELECTRONICS,58365.05,1,58365.05,2,west,upi
ORD10680,"Feb 21, 2024",Smartphone X,electronics,38962.84,2,77925.68,3.9,south,cod
ORD10477,30-10-2023,Smartwatch Z,ELECTRONICS,70941.97,2,141883.94,2.9,South,COD
ORD11373,06-10-2023,Wireless Earbuds,ELECTRONICS,-6643.11,4,-26572.44,4.2,East,Debit card
ORD10156,12-08-2023,Gaming Console,Electronics,21038.31,4,84153.24,1.9,west,upi
ORD10605,10-01-2022,Laptop Pro,Gadgets,,1,74375.24,4.1,south,UPI
ORD10628,16-05-2024,Smartwatch Z,electronics,76034.83,4,304139.32,2.8,south,upi
ORD10447,12-02-2024,Laptop Pro,ELECTRONICS,1522.41,3,4567.23,3.8,south,Credit Card
ORD11046,20-03-2024,Wireless Earbuds,electronics,65667.81,2,131335.62,2.6,NORTH,cod
ORD11323,"Apr 21, 2023",Gaming Console,Gadgets,86972.18,2,173944.36,1.3,East,upi
ORD10178,12-03-2024,Smartwatch Z,electronics,64839.26,2,129678.52,1.3,NORTH,Credit Card
ORD10390,"Feb 04, 2024",Laptop Pro,Gadgets,35895.79,3,107687.37,1.1,west,Credit Card
ORD11163,01-14-2024,Laptop Pro,ELECTRONICS,57792.28,1,57792.28,3,south,COD
ORD10862,16-02-2025,Laptop Pro,ELECTRONICS,47957.43,3,143872.29,1.8,NORTH,Debit card
ORD11271,11-14-2025,Smartphone X,Electronics,56641.3,4,226565.2,1.6,west,COD
ORD10500,"Jul 03, 2024",Wireless Earbuds,Electronics,64652.8,1,64652.8,,west,COD
ORD10649,05-12-2023,Smartwatch Z,Gadgets,10672.87,2,21345.74,4.8,south,COD
ORD10834,"Sep 03, 2023",Smartwatch Z,Electronics,6963.69,3,20891.07,3.4,South,cod
ORD10506,16-08-2023,Smartwatch Z,Gadgets,31230.64,3,93691.92,1.6,NORTH,COD
ORD11223,29-04-2025,Smartphone X,ELECTRONICS,33774.86,3,101324.58,5,NORTH,UPI
ORD10308,19-05-2025,Smartphone X,electronics,,1,59706.32,2.6,East,COD
ORD10461,02-02-2024,Laptop Pro,Gadgets,71780.2,3,215340.6,4.6,west,UPI
ORD10983,"Feb 25, 2023",Wireless Earbuds,ELECTRONICS,42608.29,3,127824.87,3.7,South,COD
ORD10588,11-29-2024,Smartwatch Z,Electronics,66726.47,3,200179.41,,south,Credit Card
ORD10494,12-10-2025,Smartphone X,Electronics,66941.58,1,66941.58,4.1,NORTH,UPI
ORD11375,05-10-2023,Smartwatch Z,ELECTRONICS,73078.01,4,292312.04,4.7,South,COD
ORD10617,05-24-2025,Gaming Console,electronics,57836.08,1,57836.08,1,NORTH,cod
ORD11218,28-03-2024,Smartphone X,electronics,63414.82,4,253659.28,,south,upi
ORD10762,"Nov 25, 2023",Smartphone X,Gadgets,86157.52,4,344630.08,,west,upi
ORD10838,06-03-2025,Gaming Console,Gadgets,54134.48,4,216537.92,1.7,south,upi
ORD10765,06-24-2023,Laptop Pro,electronics,37843.56,4,151374.24,,NORTH,cod
ORD10967,02-20-2022,Smartwatch Z,electronics,53844.7,4,215378.8,2.2,NORTH,COD
ORD10294,"Aug 09, 2023",Smartwatch Z,ELECTRONICS,-3937.73,4,-15750.92,2.2,west,upi
ORD10558,08-06-2022,Laptop Pro,Electronics,50876.23,4,203504.92,1.8,South,cod
ORD10843,"Oct 22, 2024",Wireless Earbuds,electronics,-40286.98,2,-80573.96,3.2,south,Debit card
ORD10088,07-09-2024,Smartwatch Z,electronics,40950.76,1,40950.76,1.8,NORTH,Credit Card
ORD10958,05-26-2025,Wireless Earbuds,Electronics,15123.04,1,15123.04,3.8,East,Credit Card
ORD10901,06-12-2022,Smartphone X,Electronics,35058.44,1,35058.44,2.1,west,Debit card
ORD10561,10-03-2023,Wireless Earbuds,ELECTRONICS,16293.78,4,65175.12,1.5,south,UPI
ORD11289,22-05-2022,Wireless Earbuds,electronics,24897.85,2,49795.7,3.6,South,Debit card
ORD10680,"Feb 21, 2024",Smartphone X,electronics,38962.84,2,77925.68,3.9,south,cod
ORD10677,01-10-2025,Smartwatch Z,Gadgets,42007.28,2,84014.56,2.6,NORTH,Debit card
ORD10915,25-12-2023,Wireless Earbuds,Electronics,51650.25,4,206601,5.5,South,Debit card
ORD10290,"Feb 22, 2025",Wireless Earbuds,Electronics,66463.41,2,132926.82,2.9,South,cod
ORD10665,10-28-2023,Smartphone X,ELECTRONICS,63463.63,two,126927.26,1,south,COD
ORD10613,07-06-2024,Gaming Console,electronics,45504.69,2,91009.38,4.3,south,Credit Card
ORD10348,09-05-2023,Wireless Earbuds,ELECTRONICS,89500.55,2,179001.1,2.8,East,upi
ORD11087,"Nov 19, 2025",Laptop Pro,Gadgets,16630.97,2,33261.94,3.1,NORTH,upi
ORD11394,16-09-2023,Smartwatch Z,Electronics,54505.28,1,54505.28,2.1,East,upi
ORD10672,"May 01, 2022",Gaming Console,Electronics,34302.03,2,68604.06,4,South,upi
ORD10583,11-06-2025,Smartwatch Z,ELECTRONICS,,4,175270.68,4.1,west,Debit card
ORD10458,08-06-2024,Gaming Console,Gadgets,51192.61,2,102385.22,4.7,East,UPI
ORD10375,31-07-2025,Laptop Pro,ELECTRONICS,14828.02,1,14828.02,1.4,South,Debit card
ORD10333,"Jan 13, 2022",Laptop Pro,electronics,60538.75,3,181616.25,4.6,NORTH,upi
ORD10076,05-23-2025,Smartphone X,electronics,34976.41,4,139905.64,2.5,south,Credit Card
ORD11305,08-07-2025,Wireless Earbuds,electronics,44765.9,3,134297.7,,South,upi
ORD10691,01-11-2024,Smartwatch Z,electronics,22690.76,1,22690.76,,East,UPI
ORD11371,12-02-2024,Wireless Earbuds,Electronics,39627.84,1,39627.84,1.3,west,cod
ORD10328,28-05-2023,Laptop Pro,ELECTRONICS,24231.05,3,72693.15,3.7,South,Debit card
ORD10318,05-07-2023,Gaming Console,Gadgets,56522.66,4,226090.64,3.8,NORTH,cod
ORD11137,"May 09, 2024",Laptop Pro,ELECTRONICS,66264.1,1,66264.1,1.3,NORTH,Debit card
ORD10923,"Apr 24, 2025",Wireless Earbuds,ELECTRONICS,24192.71,4,96770.84,3.7,South,Debit card
ORD10012,03-05-2024,Gaming Console,Electronics,37987.23,4,151948.92,2,west,COD
ORD10171,27-01-2022,Wireless Earbuds,electronics,86321.76,3,258965.28,2.1,South,upi
ORD10260,10-02-2024,Wireless Earbuds,Electronics,45216.43,two,90432.86,1.3,East,UPI
ORD10793,27-09-2023,Wireless Earbuds,Gadgets,37084.57,1,37084.57,2,South,UPI
ORD10247,"Mar 25, 2025",Laptop Pro,Gadgets,38462.16,1,38462.16,4,South,UPI
ORD11110,10-11-2025,Smartphone X,Electronics,17890.7,1,17890.7,3.1,west,Credit Card
